A23;b-gin-a23.csv
H24;b-gin-h24.csv
A24;b-gin-a24.csv
H25;b-gin-h25.csv
A25;b-gin-a25.csv
H26;b-gin-h26.csv
A26;b-gin-a26.csv
H27;b-gin-h27.csv
